INSERT INTO Product (userID, pTitle, pDesc, pPrice, pLocation, postStatus) VALUES
(14,'2022, Subaru, Minivan, 15129$!','Location: Dorval, color: green, milage: 38247, transmission: automatic, fuel: hybrid.','15129','Dorval','AVAILABLE'),
(24,'2012, Honda, Hatchback, 18242$!','Location: Dollard-Des-Ormeaux, color: red, milage: 197535, transmission: automatic, fuel: hybrid.','18242','Dollard-Des-Ormeaux','AVAILABLE'),
(6,'2012, Subaru, Coupe, 19355$!','Location: Senneville, color: green, milage: 228254, transmission: manual, fuel: hybrid.','19355','Senneville','AVAILABLE'),
(20,'2012, Fiat, Sedan, 15745$!','Location: Hampstead, color: green, milage: 185744, transmission: automatic, fuel: hybrid.','15745','Hampstead','AVAILABLE'),
(28,'2016, Toyota, Sedan, 19908$!','Location: Île-Dorval, color: blue, milage: 146988, transmission: manual, fuel: gasoline.','19908','Île-Dorval','TRADED'),
(27,'2022, Audi, Minivan, 13646$!','Location: Kirkland, color: grey, milage: 68469, transmission: automatic, fuel: diesel.','13646','Kirkland','AVAILABLE'),
(7,'2015, GM, Hatchback, 19007$!','Location: Montréal-Ouest, color: white, milage: 195220, transmission: automatic, fuel: gasoline.','19007','Montréal-Ouest','AVAILABLE'),
(28,'2013, Mazda, Hatchback, 12051$!','Location: Montréal, color: red, milage: 162180, transmission: manual, fuel: electric.','12051','Montréal','AVAILABLE'),
(6,'2019, Ford, Coupe, 16374$!','Location: Dollard-Des-Ormeaux, color: red, milage: 125514, transmission: automatic, fuel: electric.','16374','Dollard-Des-Ormeaux','AVAILABLE'),
(24,'2020, Toyota, Coupe, 14864$!','Location: Côte-Saint-Luc, color: blue, milage: 61330, transmission: manual, fuel: electric.','14864','Côte-Saint-Luc','AVAILABLE'),
(28,'2012, Honda, Coupe, 14669$!','Location: Dorval, color: white, milage: 282581, transmission: automatic, fuel: gasoline.','14669','Dorval','TRADED'),
(23,'2012, Ford, Wagon, 13111$!','Location: Dollard-Des-Ormeaux, color: black, milage: 187681, transmission: manual, fuel: gasoline.','13111','Dollard-Des-Ormeaux','AVAILABLE'),
(13,'2018, Audi, Minivan, 13953$!','Location: Senneville, color: red, milage: 110201, transmission: manual, fuel: electric.','13953','Senneville','AVAILABLE'),
(21,'2021, Mazda, Sedan, 20229$!','Location: Baie-Urfé, color: green, milage: 93692, transmission: manual, fuel: gasoline.','20229','Baie-Urfé','TRADED'),
(15,'2017, Volvo, SUV, 14622$!','Location: Pointe-Claire, color: white, milage: 168816, transmission: manual, fuel: gasoline.','14622','Pointe-Claire','TRADED'),
(20,'2021, Nissan, SUV, 13456$!','Location: Dollard-Des-Ormeaux, color: grey, milage: 68096, transmission: manual, fuel: electric.','13456','Dollard-Des-Ormeaux','AVAILABLE'),
(13,'2017, Ford, Coupe, 13983$!','Location: Pointe-Claire, color: red, milage: 162216, transmission: automatic, fuel: hybrid.','13983','Pointe-Claire','TRADED'),
(24,'2014, Nissan, SUV, 12064$!','Location: Mont-Royal, color: blue, milage: 250052, transmission: manual, fuel: diesel.','12064','Mont-Royal','AVAILABLE'),
(10,'2015, Fiat, Coupe, 19391$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 143690, transmission: manual, fuel: gasoline.','19391','Sainte-Anne-de-Bellevue','TRADED'),
(17,'2019, Mazda, SUV, 11427$!','Location: Montréal-Ouest, color: red, milage: 122208, transmission: automatic, fuel: diesel.','11427','Montréal-Ouest','TRADED'),
(30,'2013, Subaru, Sedan, 12118$!','Location: Mont-Royal, color: red, milage: 224028, transmission: automatic, fuel: diesel.','12118','Mont-Royal','AVAILABLE'),
(26,'2016, Mazda, Coupe, 18111$!','Location: Beaconsfield, color: red, milage: 199620, transmission: manual, fuel: hybrid.','18111','Beaconsfield','TRADED'),
(14,'2022, Ford, Coupe, 17533$!','Location: Côte-Saint-Luc, color: green, milage: 71478, transmission: automatic, fuel: gasoline.','17533','Côte-Saint-Luc','AVAILABLE'),
(23,'2024, Fiat, Sedan, 15604$!','Location: Baie-Urfé, color: blue, milage: 19965, transmission: manual, fuel: diesel.','15604','Baie-Urfé','AVAILABLE'),
(28,'2017, Mazda, Sedan, 20680$!','Location: Côte-Saint-Luc, color: grey, milage: 151656, transmission: manual, fuel: diesel.','20680','Côte-Saint-Luc','TRADED'),
(8,'2024, Mazda, SUV, 16542$!','Location: Kirkland, color: black, milage: 18109, transmission: manual, fuel: gasoline.','16542','Kirkland','AVAILABLE'),
(15,'2015, Mercedes, Minivan, 13742$!','Location: Mont-Royal, color: blue, milage: 227370, transmission: automatic, fuel: diesel.','13742','Mont-Royal','TRADED'),
(6,'2022, BMW, SUV, 19549$!','Location: Baie-Urfé, color: red, milage: 68964, transmission: automatic, fuel: gasoline.','19549','Baie-Urfé','TRADED'),
(5,'2016, Toyota, Wagon, 13183$!','Location: Île-Dorval, color: red, milage: 149868, transmission: automatic, fuel: hybrid.','13183','Île-Dorval','TRADED'),
(18,'2020, BMW, SUV, 19451$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 103540, transmission: automatic, fuel: diesel.','19451','Sainte-Anne-de-Bellevue','AVAILABLE'),
(29,'2014, Mazda, Sedan, 16442$!','Location: Montréal, color: green, milage: 236049, transmission: manual, fuel: gasoline.','16442','Montréal','AVAILABLE'),
(15,'2012, Audi, Coupe, 11644$!','Location: Baie-Urfé, color: black, milage: 289653, transmission: automatic, fuel: gasoline.','11644','Baie-Urfé','TRADED'),
(16,'2019, Subaru, Minivan, 20230$!','Location: Pointe-Claire, color: blue, milage: 95982, transmission: manual, fuel: hybrid.','20230','Pointe-Claire','TRADED'),
(14,'2022, Toyota, Minivan, 15062$!','Location: Kirkland, color: white, milage: 65556, transmission: manual, fuel: hybrid.','15062','Kirkland','AVAILABLE'),
(25,'2022, Nissan, Hatchback, 15261$!','Location: Dollard-Des-Ormeaux, color: grey, milage: 57687, transmission: manual, fuel: diesel.','15261','Dollard-Des-Ormeaux','AVAILABLE'),
(9,'2019, Ford, Sedan, 18132$!','Location: Mont-Royal, color: grey, milage: 121728, transmission: automatic, fuel: electric.','18132','Mont-Royal','AVAILABLE'),
(17,'2012, Ford, Hatchback, 14935$!','Location: Montréal-Ouest, color: red, milage: 218192, transmission: automatic, fuel: electric.','14935','Montréal-Ouest','AVAILABLE'),
(17,'2020, Nissan, Coupe, 20910$!','Location: Dorval, color: white, milage: 84760, transmission: manual, fuel: gasoline.','20910','Dorval','TRADED'),
(10,'2015, Volvo, Minivan, 18435$!','Location: Montréal-Ouest, color: red, milage: 176890, transmission: automatic, fuel: hybrid.','18435','Montréal-Ouest','AVAILABLE'),
(29,'2019, Fiat, SUV, 19712$!','Location: Île-Dorval, color: red, milage: 137856, transmission: automatic, fuel: electric.','19712','Île-Dorval','AVAILABLE'),
(10,'2012, Honda, SUV, 16961$!','Location: Montréal-Ouest, color: blue, milage: 206154, transmission: automatic, fuel: gasoline.','16961','Montréal-Ouest','TRADED'),
(17,'2016, Mazda, Hatchback, 18237$!','Location: Hampstead, color: white, milage: 150741, transmission: automatic, fuel: electric.','18237','Hampstead','TRADED'),
(28,'2014, Subaru, Minivan, 15762$!','Location: Montréal, color: blue, milage: 219065, transmission: manual, fuel: diesel.','15762','Montréal','TRADED'),
(23,'2024, Suzuki, Minivan, 19723$!','Location: Sainte-Anne-de-Bellevue, color: white, milage: 13663, transmission: automatic, fuel: gasoline.','19723','Sainte-Anne-de-Bellevue','TRADED'),
(16,'2015, Mercedes, Minivan, 14044$!','Location: Hampstead, color: white, milage: 126170, transmission: automatic, fuel: diesel.','14044','Hampstead','AVAILABLE'),
(18,'2019, Honda, Wagon, 15821$!','Location: Hampstead, color: green, milage: 110766, transmission: manual, fuel: electric.','15821','Hampstead','AVAILABLE'),
(5,'2023, GM, SUV, 20934$!','Location: Westmount, color: black, milage: 32638, transmission: manual, fuel: gasoline.','20934','Westmount','AVAILABLE'),
(11,'2018, Honda, Sedan, 16669$!','Location: Hampstead, color: black, milage: 88522, transmission: automatic, fuel: diesel.','16669','Hampstead','TRADED'),
(13,'2024, Ford, Sedan, 16551$!','Location: Westmount, color: red, milage: 19618, transmission: manual, fuel: electric.','16551','Westmount','AVAILABLE'),
(11,'2014, BMW, SUV, 14975$!','Location: Dorval, color: black, milage: 215765, transmission: manual, fuel: diesel.','14975','Dorval','AVAILABLE'),
(10,'2012, Fiat, Coupe, 19129$!','Location: Pointe-Claire, color: blue, milage: 210626, transmission: manual, fuel: gasoline.','19129','Pointe-Claire','AVAILABLE'),
(5,'2012, BMW, SUV, 17569$!','Location: Sainte-Anne-de-Bellevue, color: blue, milage: 188019, transmission: automatic, fuel: hybrid.','17569','Sainte-Anne-de-Bellevue','AVAILABLE'),
(12,'2023, GM, Wagon, 12428$!','Location: Kirkland, color: white, milage: 39562, transmission: automatic, fuel: gasoline.','12428','Kirkland','TRADED'),
(13,'2019, Mercedes, Minivan, 12853$!','Location: Dollard-Des-Ormeaux, color: white, milage: 139752, transmission: automatic, fuel: diesel.','12853','Dollard-Des-Ormeaux','TRADED'),
(21,'2024, Nissan, Minivan, 18296$!','Location: Hampstead, color: red, milage: 20634, transmission: manual, fuel: diesel.','18296','Hampstead','TRADED'),
(7,'2015, Suzuki, Coupe, 20401$!','Location: Montréal, color: white, milage: 133620, transmission: automatic, fuel: hybrid.','20401','Montréal','TRADED'),
(26,'2014, GM, Hatchback, 13327$!','Location: Dollard-Des-Ormeaux, color: red, milage: 177254, transmission: automatic, fuel: gasoline.','13327','Dollard-Des-Ormeaux','AVAILABLE'),
(12,'2019, Mazda, SUV, 18713$!','Location: Pointe-Claire, color: grey, milage: 116178, transmission: manual, fuel: diesel.','18713','Pointe-Claire','AVAILABLE'),
(22,'2012, Mercedes, Coupe, 19623$!','Location: Baie-Urfé, color: grey, milage: 189904, transmission: automatic, fuel: hybrid.','19623','Baie-Urfé','AVAILABLE'),
(8,'2021, Subaru, Hatchback, 20357$!','Location: Dollard-Des-Ormeaux, color: white, milage: 55916, transmission: manual, fuel: gasoline.','20357','Dollard-Des-Ormeaux','TRADED'),
(12,'2024, GM, SUV, 12871$!','Location: Pointe-Claire, color: green, milage: 12661, transmission: manual, fuel: hybrid.','12871','Pointe-Claire','AVAILABLE'),
(18,'2015, Subaru, Hatchback, 14897$!','Location: Dorval, color: grey, milage: 157920, transmission: automatic, fuel: diesel.','14897','Dorval','AVAILABLE'),
(20,'2023, Volvo, Hatchback, 20134$!','Location: Baie-Urfé, color: black, milage: 45562, transmission: automatic, fuel: gasoline.','20134','Baie-Urfé','AVAILABLE'),
(9,'2014, Mercedes, SUV, 18673$!','Location: Beaconsfield, color: black, milage: 224554, transmission: automatic, fuel: hybrid.','18673','Beaconsfield','AVAILABLE'),
(21,'2017, Mazda, Coupe, 17990$!','Location: Mont-Royal, color: white, milage: 96200, transmission: automatic, fuel: hybrid.','17990','Mont-Royal','TRADED'),
(19,'2013, Mazda, SUV, 20031$!','Location: Hampstead, color: blue, milage: 160860, transmission: automatic, fuel: gasoline.','20031','Hampstead','TRADED'),
(19,'2023, Mazda, SUV, 11957$!','Location: Westmount, color: black, milage: 42074, transmission: automatic, fuel: gasoline.','11957','Westmount','TRADED'),
(30,'2015, Mercedes, Wagon, 15889$!','Location: Montréal-Ouest, color: red, milage: 124260, transmission: manual, fuel: diesel.','15889','Montréal-Ouest','AVAILABLE'),
(15,'2019, BMW, Coupe, 17747$!','Location: Hampstead, color: green, milage: 106602, transmission: automatic, fuel: hybrid.','17747','Hampstead','AVAILABLE'),
(13,'2020, Volvo, Hatchback, 18314$!','Location: Sainte-Anne-de-Bellevue, color: white, milage: 113595, transmission: automatic, fuel: diesel.','18314','Sainte-Anne-de-Bellevue','AVAILABLE'),
(5,'2021, BMW, Minivan, 20586$!','Location: Mont-Royal, color: red, milage: 90028, transmission: automatic, fuel: hybrid.','20586','Mont-Royal','AVAILABLE'),
(18,'2017, Nissan, Sedan, 16933$!','Location: Beaconsfield, color: green, milage: 128384, transmission: automatic, fuel: electric.','16933','Beaconsfield','AVAILABLE'),
(21,'2018, Subaru, Sedan, 12647$!','Location: Baie-Urfé, color: white, milage: 113029, transmission: manual, fuel: hybrid.','12647','Baie-Urfé','AVAILABLE'),
(24,'2023, Ford, Hatchback, 17539$!','Location: Kirkland, color: grey, milage: 41658, transmission: automatic, fuel: gasoline.','17539','Kirkland','TRADED'),
(10,'2018, BMW, Coupe, 13803$!','Location: Île-Dorval, color: blue, milage: 122297, transmission: automatic, fuel: diesel.','13803','Île-Dorval','AVAILABLE'),
(13,'2016, Subaru, Minivan, 15218$!','Location: Mont-Royal, color: grey, milage: 126990, transmission: manual, fuel: diesel.','15218','Mont-Royal','AVAILABLE'),
(25,'2017, Suzuki, Minivan, 15776$!','Location: Montréal-Ouest, color: blue, milage: 188608, transmission: manual, fuel: diesel.','15776','Montréal-Ouest','AVAILABLE'),
(25,'2024, Suzuki, Wagon, 19348$!','Location: Dollard-Des-Ormeaux, color: blue, milage: 22048, transmission: manual, fuel: electric.','19348','Dollard-Des-Ormeaux','TRADED'),
(8,'2016, BMW, Sedan, 16063$!','Location: Baie-Urfé, color: black, milage: 201789, transmission: manual, fuel: gasoline.','16063','Baie-Urfé','AVAILABLE'),
(16,'2012, GM, Wagon, 11709$!','Location: Pointe-Claire, color: blue, milage: 267215, transmission: manual, fuel: hybrid.','11709','Pointe-Claire','AVAILABLE'),
(21,'2014, Toyota, Coupe, 18722$!','Location: Dorval, color: red, milage: 192038, transmission: manual, fuel: diesel.','18722','Dorval','TRADED'),
(20,'2023, Ford, Hatchback, 19214$!','Location: Montréal-Est, color: grey, milage: 38094, transmission: manual, fuel: diesel.','19214','Montréal-Est','AVAILABLE'),
(25,'2013, Honda, Wagon, 19720$!','Location: Montréal, color: black, milage: 176640, transmission: automatic, fuel: gasoline.','19720','Montréal','AVAILABLE'),
(27,'2020, Honda, Wagon, 14479$!','Location: Westmount, color: green, milage: 60575, transmission: automatic, fuel: hybrid.','14479','Westmount','TRADED'),
(15,'2014, GM, Sedan, 21218$!','Location: Westmount, color: white, milage: 145376, transmission: automatic, fuel: gasoline.','21218','Westmount','AVAILABLE'),
(6,'2013, Mercedes, Sedan, 15855$!','Location: Dorval, color: white, milage: 282000, transmission: automatic, fuel: hybrid.','15855','Dorval','TRADED'),
(8,'2018, Ford, Sedan, 14276$!','Location: Côte-Saint-Luc, color: green, milage: 154574, transmission: automatic, fuel: diesel.','14276','Côte-Saint-Luc','AVAILABLE'),
(22,'2023, Mazda, Coupe, 20642$!','Location: Beaconsfield, color: green, milage: 40058, transmission: manual, fuel: diesel.','20642','Beaconsfield','TRADED'),
(15,'2023, Mercedes, Minivan, 14179$!','Location: Côte-Saint-Luc, color: red, milage: 39240, transmission: manual, fuel: electric.','14179','Côte-Saint-Luc','AVAILABLE'),
(26,'2014, Mazda, Hatchback, 20587$!','Location: Westmount, color: black, milage: 180268, transmission: manual, fuel: hybrid.','20587','Westmount','AVAILABLE'),
(19,'2022, Ford, Minivan, 11520$!','Location: Montréal-Est, color: grey, milage: 66639, transmission: automatic, fuel: gasoline.','11520','Montréal-Est','AVAILABLE'),
(17,'2015, Fiat, SUV, 18955$!','Location: Côte-Saint-Luc, color: grey, milage: 124410, transmission: automatic, fuel: hybrid.','18955','Côte-Saint-Luc','TRADED'),
(11,'2023, Audi, Wagon, 19420$!','Location: Montréal, color: white, milage: 24494, transmission: manual, fuel: diesel.','19420','Montréal','AVAILABLE'),
(23,'2023, Volvo, Coupe, 12799$!','Location: Montréal, color: white, milage: 38776, transmission: automatic, fuel: diesel.','12799','Montréal','AVAILABLE'),
(16,'2013, GM, Sedan, 13062$!','Location: Westmount, color: green, milage: 207144, transmission: automatic, fuel: gasoline.','13062','Westmount','AVAILABLE'),
(24,'2024, Subaru, SUV, 15221$!','Location: Hampstead, color: blue, milage: 13220, transmission: manual, fuel: diesel.','15221','Hampstead','TRADED'),
(15,'2022, Mercedes, Minivan, 17581$!','Location: Île-Dorval, color: green, milage: 38502, transmission: automatic, fuel: diesel.','17581','Île-Dorval','AVAILABLE'),
(14,'2023, GM, Hatchback, 15610$!','Location: Île-Dorval, color: blue, milage: 42302, transmission: manual, fuel: gasoline.','15610','Île-Dorval','AVAILABLE'),
(15,'2020, GM, Hatchback, 13345$!','Location: Pointe-Claire, color: green, milage: 103480, transmission: manual, fuel: diesel.','13345','Pointe-Claire','AVAILABLE'),
(24,'2022, Mazda, Minivan, 16611$!','Location: Westmount, color: red, milage: 41298, transmission: manual, fuel: electric.','16611','Westmount','AVAILABLE'),
(12,'2017, Subaru, Wagon, 21156$!','Location: Hampstead, color: grey, milage: 111168, transmission: automatic, fuel: diesel.','21156','Hampstead','TRADED'),
(11,'2017, Audi, SUV, 13846$!','Location: Dorval, color: red, milage: 186856, transmission: manual, fuel: gasoline.','13846','Dorval','TRADED'),
(29,'2013, Mazda, Wagon, 17501$!','Location: Montréal, color: grey, milage: 145320, transmission: automatic, fuel: hybrid.','17501','Montréal','TRADED'),
(26,'2021, Subaru, SUV, 17943$!','Location: Senneville, color: red, milage: 92080, transmission: automatic, fuel: electric.','17943','Senneville','AVAILABLE'),
(7,'2022, Honda, Hatchback, 12325$!','Location: Pointe-Claire, color: white, milage: 59313, transmission: manual, fuel: hybrid.','12325','Pointe-Claire','TRADED'),
(24,'2015, Audi, Coupe, 20701$!','Location: Baie-Urfé, color: green, milage: 163790, transmission: automatic, fuel: electric.','20701','Baie-Urfé','TRADED'),
(18,'2016, Subaru, Sedan, 12849$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 161154, transmission: automatic, fuel: hybrid.','12849','Sainte-Anne-de-Bellevue','AVAILABLE'),
(20,'2018, Fiat, SUV, 11842$!','Location: Hampstead, color: black, milage: 160930, transmission: automatic, fuel: hybrid.','11842','Hampstead','AVAILABLE'),
(9,'2017, BMW, Minivan, 12291$!','Location: Dorval, color: white, milage: 112416, transmission: automatic, fuel: gasoline.','12291','Dorval','TRADED'),
(24,'2019, Suzuki, Hatchback, 19014$!','Location: Dollard-Des-Ormeaux, color: white, milage: 140508, transmission: automatic, fuel: diesel.','19014','Dollard-Des-Ormeaux','TRADED'),
(12,'2017, Suzuki, Hatchback, 18632$!','Location: Dorval, color: red, milage: 143176, transmission: manual, fuel: hybrid.','18632','Dorval','TRADED'),
(15,'2016, Audi, SUV, 17542$!','Location: Hampstead, color: white, milage: 108000, transmission: automatic, fuel: electric.','17542','Hampstead','AVAILABLE'),
(13,'2020, Fiat, Wagon, 14723$!','Location: Montréal-Est, color: red, milage: 69975, transmission: automatic, fuel: diesel.','14723','Montréal-Est','TRADED'),
(29,'2019, Subaru, Hatchback, 19735$!','Location: Montréal-Est, color: black, milage: 79644, transmission: manual, fuel: electric.','19735','Montréal-Est','TRADED'),
(29,'2021, Ford, SUV, 14118$!','Location: Baie-Urfé, color: black, milage: 48604, transmission: manual, fuel: hybrid.','14118','Baie-Urfé','AVAILABLE'),
(15,'2018, BMW, Minivan, 12234$!','Location: Dollard-Des-Ormeaux, color: red, milage: 118496, transmission: manual, fuel: electric.','12234','Dollard-Des-Ormeaux','AVAILABLE'),
(15,'2013, Honda, Sedan, 16877$!','Location: Senneville, color: blue, milage: 248436, transmission: manual, fuel: hybrid.','16877','Senneville','TRADED'),
(11,'2016, Fiat, Hatchback, 13659$!','Location: Baie-Urfé, color: black, milage: 209214, transmission: manual, fuel: electric.','13659','Baie-Urfé','AVAILABLE'),
(28,'2018, BMW, Hatchback, 14107$!','Location: Dollard-Des-Ormeaux, color: white, milage: 142380, transmission: automatic, fuel: diesel.','14107','Dollard-Des-Ormeaux','AVAILABLE'),
(17,'2020, Mercedes, Wagon, 15422$!','Location: Sainte-Anne-de-Bellevue, color: white, milage: 85460, transmission: manual, fuel: electric.','15422','Sainte-Anne-de-Bellevue','AVAILABLE'),
(13,'2018, Mazda, Minivan, 19523$!','Location: Île-Dorval, color: black, milage: 136080, transmission: manual, fuel: gasoline.','19523','Île-Dorval','TRADED'),
(28,'2015, Toyota, Coupe, 12474$!','Location: Beaconsfield, color: white, milage: 204680, transmission: automatic, fuel: hybrid.','12474','Beaconsfield','AVAILABLE'),
(24,'2015, Mazda, Coupe, 17768$!','Location: Dollard-Des-Ormeaux, color: blue, milage: 199120, transmission: automatic, fuel: diesel.','17768','Dollard-Des-Ormeaux','TRADED'),
(15,'2015, Ford, Sedan, 17989$!','Location: Côte-Saint-Luc, color: grey, milage: 215620, transmission: automatic, fuel: electric.','17989','Côte-Saint-Luc','AVAILABLE'),
(29,'2024, BMW, SUV, 11831$!','Location: Beaconsfield, color: blue, milage: 14107, transmission: automatic, fuel: electric.','11831','Beaconsfield','AVAILABLE'),
(24,'2014, Mazda, Sedan, 14248$!','Location: Senneville, color: green, milage: 178277, transmission: automatic, fuel: diesel.','14248','Senneville','AVAILABLE'),
(9,'2018, Ford, Coupe, 17997$!','Location: Île-Dorval, color: blue, milage: 113743, transmission: automatic, fuel: gasoline.','17997','Île-Dorval','AVAILABLE'),
(27,'2020, Volvo, Hatchback, 14256$!','Location: Sainte-Anne-de-Bellevue, color: green, milage: 106385, transmission: manual, fuel: electric.','14256','Sainte-Anne-de-Bellevue','AVAILABLE'),
(30,'2013, Ford, Wagon, 20624$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 229836, transmission: automatic, fuel: diesel.','20624','Sainte-Anne-de-Bellevue','AVAILABLE'),
(29,'2018, Fiat, SUV, 20184$!','Location: Kirkland, color: red, milage: 138474, transmission: manual, fuel: electric.','20184','Kirkland','TRADED'),
(16,'2021, Mercedes, Coupe, 17609$!','Location: Kirkland, color: black, milage: 88296, transmission: manual, fuel: electric.','17609','Kirkland','AVAILABLE'),
(23,'2015, Mercedes, Minivan, 16498$!','Location: Montréal-Est, color: red, milage: 147720, transmission: manual, fuel: electric.','16498','Montréal-Est','AVAILABLE'),
(14,'2015, Ford, Minivan, 20542$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 186750, transmission: manual, fuel: electric.','20542','Sainte-Anne-de-Bellevue','TRADED'),
(16,'2022, Audi, SUV, 18813$!','Location: Beaconsfield, color: red, milage: 54024, transmission: automatic, fuel: gasoline.','18813','Beaconsfield','AVAILABLE'),
(24,'2015, Honda, SUV, 12711$!','Location: Pointe-Claire, color: red, milage: 207620, transmission: manual, fuel: gasoline.','12711','Pointe-Claire','TRADED'),
(18,'2020, Nissan, Minivan, 17205$!','Location: Pointe-Claire, color: red, milage: 83190, transmission: automatic, fuel: diesel.','17205','Pointe-Claire','AVAILABLE'),
(11,'2020, BMW, SUV, 19332$!','Location: Côte-Saint-Luc, color: white, milage: 79425, transmission: automatic, fuel: diesel.','19332','Côte-Saint-Luc','AVAILABLE'),
(8,'2014, Nissan, Minivan, 17119$!','Location: Montréal-Ouest, color: green, milage: 154077, transmission: automatic, fuel: electric.','17119','Montréal-Ouest','TRADED'),
(19,'2012, Audi, Wagon, 18989$!','Location: Pointe-Claire, color: red, milage: 269256, transmission: automatic, fuel: diesel.','18989','Pointe-Claire','TRADED'),
(30,'2021, BMW, Hatchback, 12649$!','Location: Baie-Urfé, color: blue, milage: 85452, transmission: automatic, fuel: hybrid.','12649','Baie-Urfé','AVAILABLE'),
(10,'2016, Nissan, Sedan, 14501$!','Location: Dollard-Des-Ormeaux, color: grey, milage: 150831, transmission: automatic, fuel: diesel.','14501','Dollard-Des-Ormeaux','AVAILABLE'),
(19,'2023, Honda, Coupe, 19064$!','Location: Côte-Saint-Luc, color: red, milage: 40356, transmission: manual, fuel: diesel.','19064','Côte-Saint-Luc','AVAILABLE'),
(9,'2012, Mercedes, Minivan, 19645$!','Location: Dorval, color: red, milage: 174694, transmission: manual, fuel: electric.','19645','Dorval','AVAILABLE'),
(12,'2018, Mercedes, Wagon, 17142$!','Location: Montréal-Est, color: grey, milage: 127288, transmission: manual, fuel: electric.','17142','Montréal-Est','TRADED'),
(19,'2023, Fiat, Sedan, 13891$!','Location: Beaconsfield, color: white, milage: 25256, transmission: manual, fuel: hybrid.','13891','Beaconsfield','AVAILABLE'),
(8,'2016, Volvo, Hatchback, 15248$!','Location: Westmount, color: red, milage: 165078, transmission: manual, fuel: diesel.','15248','Westmount','AVAILABLE'),
(17,'2014, Ford, SUV, 16776$!','Location: Mont-Royal, color: red, milage: 241923, transmission: manual, fuel: hybrid.','16776','Mont-Royal','TRADED'),
(22,'2017, Mazda, Hatchback, 13600$!','Location: Dorval, color: red, milage: 172408, transmission: manual, fuel: gasoline.','13600','Dorval','AVAILABLE'),
(19,'2021, Fiat, Hatchback, 15008$!','Location: Mont-Royal, color: black, milage: 66372, transmission: manual, fuel: gasoline.','15008','Mont-Royal','TRADED'),
(19,'2016, Ford, Wagon, 17753$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 149877, transmission: automatic, fuel: electric.','17753','Sainte-Anne-de-Bellevue','TRADED'),
(27,'2019, Volvo, Hatchback, 14850$!','Location: Montréal, color: white, milage: 81804, transmission: manual, fuel: gasoline.','14850','Montréal','TRADED'),
(17,'2016, Mercedes, Sedan, 17775$!','Location: Baie-Urfé, color: white, milage: 143523, transmission: automatic, fuel: diesel.','17775','Baie-Urfé','AVAILABLE'),
(22,'2022, Ford, Minivan, 15324$!','Location: Côte-Saint-Luc, color: red, milage: 64332, transmission: manual, fuel: hybrid.','15324','Côte-Saint-Luc','AVAILABLE'),
(5,'2020, Audi, Coupe, 19763$!','Location: Pointe-Claire, color: red, milage: 84150, transmission: manual, fuel: diesel.','19763','Pointe-Claire','AVAILABLE'),
(17,'2020, Nissan, Wagon, 13201$!','Location: Montréal, color: red, milage: 86940, transmission: manual, fuel: hybrid.','13201','Montréal','AVAILABLE'),
(22,'2018, Toyota, Minivan, 20432$!','Location: Hampstead, color: black, milage: 117215, transmission: manual, fuel: diesel.','20432','Hampstead','AVAILABLE'),
(9,'2023, Ford, Minivan, 17522$!','Location: Côte-Saint-Luc, color: blue, milage: 40308, transmission: automatic, fuel: gasoline.','17522','Côte-Saint-Luc','TRADED'),
(29,'2014, Suzuki, Wagon, 20969$!','Location: Sainte-Anne-de-Bellevue, color: grey, milage: 132572, transmission: manual, fuel: gasoline.','20969','Sainte-Anne-de-Bellevue','AVAILABLE'),
(9,'2023, Subaru, Wagon, 20198$!','Location: Pointe-Claire, color: grey, milage: 42580, transmission: automatic, fuel: hybrid.','20198','Pointe-Claire','AVAILABLE'),
(5,'2019, GM, SUV, 21204$!','Location: Senneville, color: red, milage: 112728, transmission: manual, fuel: diesel.','21204','Senneville','TRADED'),
(15,'2015, Honda, Coupe, 13368$!','Location: Sainte-Anne-de-Bellevue, color: black, milage: 170310, transmission: manual, fuel: electric.','13368','Sainte-Anne-de-Bellevue','AVAILABLE'),
(5,'2020, Mercedes, Hatchback, 18431$!','Location: Montréal-Est, color: black, milage: 86795, transmission: manual, fuel: gasoline.','18431','Montréal-Est','TRADED'),
(26,'2023, Nissan, Coupe, 17966$!','Location: Montréal-Est, color: green, milage: 47402, transmission: automatic, fuel: electric.','17966','Montréal-Est','TRADED'),
(9,'2014, Subaru, Minivan, 18060$!','Location: Montréal-Est, color: green, milage: 258610, transmission: manual, fuel: diesel.','18060','Montréal-Est','TRADED'),
(30,'2020, Subaru, Hatchback, 14986$!','Location: Côte-Saint-Luc, color: green, milage: 118185, transmission: automatic, fuel: electric.','14986','Côte-Saint-Luc','AVAILABLE'),
(22,'2023, Honda, Coupe, 17790$!','Location: Montréal-Ouest, color: white, milage: 41662, transmission: manual, fuel: gasoline.','17790','Montréal-Ouest','AVAILABLE'),
(25,'2022, Toyota, Hatchback, 13557$!','Location: Dorval, color: blue, milage: 37650, transmission: automatic, fuel: diesel.','13557','Dorval','AVAILABLE'),
